text,sentiment
I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,sad
At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.,sad
@Penguin_J heehee. i love you! i am tired.,sad
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,sad
@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,sad
"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.",sad
"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",sad
went to the beach and it started raining,sad
"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...",sad
"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...",happy
@nayRyelgiuQ airport? and you didnt show up tonight homo!,neutral
@charloro jealous  it looks like schindler's list in toronto,sad
I want another tatt,happy
@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:,neutral
"So, I need to make a lot of money tomorrow",happy
@joiskol  being in your room makes me sad.,sad
"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",sad
for the gays i only made 200 tonight,neutral
@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,sad
"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",sad
@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.,happy
"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing",neutral
@meljachin: eww. dislike,sad
Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,sad
decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,neutral
"@SuzyDunkley sorry bout the cat,",sad
needs to have an increase on her salary  http://plurk.com/p/wxluu,neutral
my stomach feels like it's touching the ground..i'm SO full,sad
Pug just woke me from an incredible sleep!,happy
@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,happy
Sooo much work so little time,sad
missed iron chef,sad
@thevowel the DS version sucks,sad
what a bad day,sad
@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,happy
hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,sad
"Ugh, my internet was down!",sad
omg i didnt tweet all that much today.... *sadness*,happy
is feeling so giddy and wanna go home.,sad
the week just wasnt the same without an adam lambert performance!!!,neutral
@rockingjude The link doesn't work,neutral
Up and packing. Its the last day of youth camp,sad
"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",neutral
Smh @ hiphop nursery rhymes,neutral
Somebody please save the polar bears!,sad
@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol,happy
@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work,happy
It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,sad
guess im staying home tonight...no movie-ing for me,sad
went to the cd store to search for the cd. But,sad
@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,sad
I miss my mom..  &quot;May angels lead you in&quot;,sad
there's really no android twitter app of Tweetie's calibre,happy
on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;,sad
"@taylor_d No, it's not...",neutral
@chocolovere i feel the same way every day,sad
Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,sad
@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,neutral
Sleppytime. Really missing my godfather right now. Love you Wayne,sad
So have a headache right now and it sucks,sad
@JayDz hope ya sleepin well  guys still here,sad
"i should be finished.... but i'm not.  color drawing, here i come.",happy
"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",sad
"comfort food of the day: pan mee. though, it didnt taste any good..",sad
damn being drunk and hot sucks,sad
misses my baby.,sad
is not sleeping because he has paperwork to do.,sad
Showered in ice-cold water. Sweating now. Means one thing: I'm sick,sad
"midnight cry.. wish the person I wanted, wanted me right now",sad
@mousebudden I'ma need you to follow me real quick cause I can't DM you,neutral
I'm poorly and can't sleep,sad
Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,sad
"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz",sad
@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again,sad
"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",sad
@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,sad
didnt say goodnight to you,sad
@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw],sad
has work tom.,sad
In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.,neutral
Can't sleep and nothings on tv!!,neutral
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",happy
@KallieT oh ... you've been superseeded?  not good enough,neutral
today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,sad
fuckin'm transtelecom,sad
"is really, really bored... I guess I will go to bed",sad
@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,sad
@ModelTheany  tee we beefin....what was u supposed to do before leavin????,happy
Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,sad
@nickkk_ that sucks!,sad
@dorkydeanna IIII know!!! and mean,neutral
Having Fever  dont feel to work,sad
"Taking Horse Pills, hoping I can get some sleep tonight",sad
@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,neutral
missing @MeLDiBiAsE...6 days can't pass quick enough,sad
@juliaiiivir Hey! That's my school! I hate that place.,sad
"Working from home today, my back is killing me  Doctor and then physio after later today.",sad
back to work.. with no distractions..,neutral
"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",happy
awwww  i never noticed this http://bit.ly/RConp,neutral
"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",neutral
"Looks like it's going to be too nice to work today, how annoying as I have no choice",sad
@mygoldmask did you guys keep a set list? I forgot to ask for one  xx,neutral
"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic",neutral
is desperatly hoping my dad takes me to vanessa's game,sad
@pb_and_jay hi!  Fuck your job!,sad
Missing you all deeply,sad
"the time you go to bed,  i have to get up to go to work",neutral
"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot",happy
"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.",sad
"@miss_cheryl Lucky, now I want to teleport",neutral
Somebody please save the polar bears!,sad
"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =((",sad
I don't want her to leave..,sad
Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,happy
"good lord, just seen the agency work for our upcoming Open Day. Money for Jam",happy
wut do i do now????,sad
Working   But it's Fridaaaayyyyy,sad
At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.,sad
@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late,sad
"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack",sad
Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.,happy
@WillyNorthpole I wish I was there,sad
"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end...",sad
FC is finally up again. it's about time. i hate that this keeps happening,neutral
seriously bored without anyone to talk to... but not tired enough for sleep,neutral
morning again! I hate mornings. So offensive!,sad
@keytar still!! give your computer a break omg,neutral
bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,sad
where u at?,neutral
@brianshead waah. We're no longer your peeps.,sad
@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha,sad
Extremly deep,happy
My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,happy
one week till exam block,happy
@Forever_Yours13 I'm not at home with my cats right now!,neutral
hoping i didn't fail english. that would just be sad,sad
Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,sad
Leno's last show was tonight.  I like him better than Conan.,neutral
@MariusLT I'm sorry about your bad driving experiences.,sad
@monpio i don't have any of that,neutral
Already misses @CMontecillo,sad
"plan may changes , nooooooo",sad
my sister is a douchebag,sad
@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!,happy
